Date,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
04-12,3320,82,,3238,45.0,65.87334263,31425.0,496.0,2.469879518,84000045,USA,623.5149976,14.93975904
04-13,3391,82,,3309.0,45.0,67.2820797722211,31425.0,496.0,2.4181657328221764,84000045,USA,623.514997594234,14.626953700973164
04-14,3553,97,,3456.0,45.0,70.49638143,33872.0,675.0,2.73008725,84000045,USA,672.0668257,18.99802983
04-15,3656,106,,3550.0,45.0,72.54004236132123,34733.0,675.0,2.899343544857768,84000045,USA,689.1502438008125,18.462800875273523
04-16,3931,111,,3820.0,45.0,77.99641863302894,34733.0,675.0,2.8237089799033326,84000045,USA,689.1502438008125,17.171203256168912
04-17,4099,116,,3983.0,45.0,81.32976850083581,36284.0,675.0,2.829958526469871,84000045,USA,719.9242059732438,16.467431080751403
04-18,4248,119,2633.0,4129.0,45.0,84.28613237168835,38833.0,776.0,2.8013182674199624,84000045,USA,770.499853669909,18.267419962335214
04-19,4377,120,2633.0,4257.0,45.0,86.84566887732578,40480.0,776.0,2.7416038382453736,84000045,USA,803.1785871953729,17.72903815398675
04-20,4446,123,2063.0,4323.0,45.0,88.21472328731791,40480.0,776.0,2.7665317139001346,84000045,USA,803.1785871953729,17.453891138101664
04-21,4439,124,2063.0,4315.0,45.0,88.07583370949261,41277.0,776.0,2.7934219418788016,84000045,USA,818.992157699195,17.481414733047984
04-22,4761,140,3317.0,4621.0,45.0,94.4647542894558,43111.0,837.0,2.9405587061541687,84000045,USA,855.3812270894201,17.580340264650285
04-23,4917,150,3317.0,4767.0,45.0,97.56000773813362,44463.0,837.0,3.050640634533252,84000045,USA,882.2067569779613,17.022574740695546
04-24,5070,157,3701.0,4913.0,45.0,100.59573708202915,46996.0,944.0,3.0966469428007883,84000045,USA,932.4649427824544,18.61932938856016
04-25,5253,166,3701.0,5087.0,45.0,104.22670747374741,49014.0,944.0,3.160098991052732,84000045,USA,972.5048239326584,17.970683418998668
04-26,5498,174,3701.0,5324.0,45.0,109.08784269763242,50761.0,944.0,3.1647871953437616,84000045,USA,1007.167694284198,17.169879956347767
04-27,5613,177,3701.0,5436.0,45.0,111.36960004761929,50761.0,944.0,3.1533939070016035,84000045,USA,1007.167694284198,16.818100837341884
04-28,5735,192,2830.0,5543.0,45.0,113.79024697543144,52145.0,944.0,3.347863993025283,84000045,USA,1034.6281479570832,16.460331299040977
04-29,5882,231,3252.0,5651.0,45.0,116.70692810976244,54217.0,1000.0,3.927235634138048,84000045,USA,1075.739462993368,17.001020061203672
04-30,6095,244,3252,2599.0,45,120.93313954930332,56512.0,1000.0,4.003281378178835,84000045,USA,1121.2754031518014,16.406890894175557
05-01,6258,256,3622,2380.0,45,124.16728257580642,59379.0,1110.0,4.090763822307446,84000045,USA,1178.1606059553867,17.737296260786195
05-02,6489,267,3622,2600.0,45,128.75063864404092,61616.0,1110.0,4.114655570966249,84000045,USA,1222.5457467546962,17.105871474803514
05-03,6626,275,3622,2729.0,45,131.46890609576434,64188.0,1110.0,4.150316933293088,84000045,USA,1273.5777459213589,16.752188348928467
05-04,6757,283,3622,2852.0,45,134.0681253379233,64188.0,1110.0,4.188249223027971,84000045,USA,1273.5777459213589,16.42740861328992
